id;lat;lon;cidade;uf
2860;    -8.99;   -40.27;                       LAGOA GRANDE;    PE
2861;    -8.66;   -36.32;                             LAJEDO;    PE
2862;    -7.87;   -35.45;                           LIMOEIRO;    PE
2863;    -7.55;   -35.45;                         MACAPARANA;    PE
2864;    -7.69;   -35.52;                           MACHADOS;    PE
2865;    -8.96;   -37.62;                             MANARI;    PE
2866;     -8.8;   -35.82;                            MARAIAL;    PE
2867;    -8.11;   -38.72;                          MIRANDIBA;    PE
2868;    -7.63;   -39.55;                        MOREILANDIA;    PE
2869;    -8.11;   -35.09;                             MORENO;    PE
2870;    -7.74;   -35.22;                     NAZARE DA MATA;    PE
2871;-8;   -34.85;                             OLINDA;    PE
2872;    -7.74;    -35.6;                              OROBO;    PE
2873;    -8.62;    -39.6;                              OROCO;    PE
2874;    -7.88;   -40.08;                           OURICURI;    PE
2875;    -8.68;   -35.59;                           PALMARES;    PE
2876;-9;   -36.32;                         PALMEIRINA;    PE
2877;    -8.66;-36;                            PANELAS;    PE
2878;    -8.92;   -36.65;                         PARANATAMA;    PE
2879;    -8.09;   -39.57;                         PARNAMIRIM;    PE
2880;    -7.99;   -35.58;                            PASSIRA;    PE
2881;    -7.89;   -35.18;                           PAUDALHO;    PE
2882;    -7.94;   -34.87;                           PAULISTA;    PE
2883;    -8.49;   -36.94;                              PEDRA;    PE
2884;    -8.35;   -36.69;                          PESQUEIRA;    PE
2885;    -9.06;    -38.3;                        PETROLANDIA;    PE
2886;    -9.39;    -40.5;                          PETROLINA;    PE
2887;    -8.18;    -36.7;                              POCAO;    PE
2888;    -8.14;   -35.39;                             POMBOS;    PE
2889;    -8.33;   -35.35;                          PRIMAVERA;    PE
2890;    -8.82;   -36.01;                            QUIPAPA;    PE
2891;    -7.72;   -37.84;                            QUIXABA;    PE
2892;    -8.05;   -34.88;                             RECIFE;    PE
2893;    -8.13;   -35.85;                   RIACHO DAS ALMAS;    PE
2894;    -8.51;   -35.37;                           RIBEIRAO;    PE
2895;    -8.66;   -35.15;                        RIO FORMOSO;    PE
2896;    -8.32;    -35.7;                              SAIRE;    PE
2897;    -7.93;   -35.63;                         SALGADINHO;    PE
2898;    -8.06;   -39.12;                          SALGUEIRO;    PE
2899;    -8.97;   -36.68;                              SALOA;    PE
2900;    -8.36;   -36.56;                            SANHARO;    PE
2901;    -8.24;   -40.33;                         SANTA CRUZ;    PE
2902;    -7.82;   -38.15;          SANTA CRUZ DA BAIXA VERDE;    PE
2903;    -7.95;    -36.2;           SANTA CRUZ DO CAPIBARIBE;    PE
2904;    -8.16;   -40.61;                     SANTA FILOMENA;    PE
2905;     -8.8;   -39.82;           SANTA MARIA DA BOA VISTA;    PE
2906;    -7.84;    -35.9;             SANTA MARIA DO CAMBUCA;    PE
2907;    -7.37;   -37.48;                    SANTA TEREZINHA;    PE
2908;     -8.8;   -35.95;                SAO BENEDITO DO SUL;    PE
2909;    -8.52;   -36.44;                   SAO BENTO DO UNA;    PE
2910;    -8.32;   -36.14;                        SAO CAITANO;    PE
2911;    -8.87;   -36.36;                           SAO JOAO;    PE
2912;    -8.43;    -35.8;               SAO JOAQUIM DO MONTE;    PE
2913;    -8.89;   -35.14;           SAO JOSE DA COROA GRANDE;    PE
2914;    -7.86;   -38.76;               SAO JOSE DO BELMONTE;    PE
2915;    -7.47;   -37.27;                  SAO JOSE DO EGITO;    PE
2916;-8;   -35.01;               SAO LOURENCO DA MATA;    PE
2917;    -7.59;   -35.49;                 SAO VICENTE FERRER;    PE
2918;    -7.98;   -38.29;                      SERRA TALHADA;    PE
2919;    -7.93;   -39.29;                            SERRITA;    PE
2920;    -8.07;   -37.26;                           SERTANIA;    PE
2921;    -8.59;   -35.11;                          SIRINHAEM;    PE
2922;     -7.6;   -37.65;                            SOLIDAO;    PE
2923;    -7.81;   -35.74;                            SURUBIM;    PE
2924;    -7.59;   -37.53;                             TABIRA;    PE
2925;    -8.31;   -36.29;                           TACAIMBO;    PE
2926;     -9.1;   -38.15;                           TACARATU;    PE
2927;    -8.76;    -35.1;                          TAMANDARE;    PE
2928;     -7.9;   -36.04;              TAQUARITINGA DO NORTE;    PE
2929;    -9.05;   -36.62;                          TEREZINHA;    PE
2930;    -8.23;   -39.37;                         TERRA NOVA;    PE
2931;     -7.5;   -35.31;                           TIMBAUBA;    PE
2932;    -7.99;   -36.05;                           TORITAMA;    PE
2933;     -7.8;   -35.24;                         TRACUNHAEM;    PE
2934;    -7.76;   -40.26;                           TRINDADE;    PE
2935;    -7.83;    -38.1;                            TRIUNFO;    PE
2936;    -8.75;   -37.34;                        TUPANATINGA;    PE
2937;     -7.6;   -37.31;                         TUPARETAMA;    PE
2938;    -8.57;   -36.87;                          VENTUROSA;    PE
2939;    -7.92;   -38.97;                         VERDEJANTE;    PE
2940;    -7.77;   -35.85;                  VERTENTE DO LERIO;    PE
2941;     -7.9;   -35.98;                          VERTENTES;    PE
2942;    -7.65;   -35.32;                           VICENCIA;    PE
2943;    -8.11;   -35.29;             VITORIA DE SANTO ANTAO;    PE
2944;     -8.8;   -35.62;                              XEXEU;    PE
2945;    -8.21;   -41.08;                              ACAUA;    PI
2946;    -5.79;   -42.66;                       AGRICOLANDIA;    PI
2947;    -5.89;   -42.63;                        AGUA BRANCA;    PI
2948;-7;   -40.93;                 ALAGOINHA DO PIAUI;    PI
2949;    -7.24;   -40.85;                  ALEGRETE DO PIAUI;    PI
2950;    -5.25;   -42.21;                         ALTO LONGA;    PI
2951;    -5.03;   -42.46;                              ALTOS;    PI
2952;    -8.42;   -43.77;               ALVORADA DO GURGUEIA;    PI
2953;    -6.24;   -42.85;                           AMARANTE;    PI
2954;    -6.08;   -42.73;                   ANGICAL DO PIAUI;    PI
2955;    -9.18;   -43.04;                    ANISIO DE ABREU;    PI
2956;    -7.21;   -44.19;                    ANTONIO ALMEIDA;    PI
2957;    -6.11;   -41.79;                            AROAZES;    PI
2958;    -6.65;   -42.53;                            ARRAIAL;    PI
2959;    -5.86;   -41.03;                  ASSUNCAO DO PIAUI;    PI
2960;   -10.13;   -43.94;                      AVELINO LOPES;    PI
2961;    -7.85;   -45.21;            BAIXA GRANDE DO RIBEIRO;    PI
2962;    -6.51;   -42.11;               'BARRA D''ALCANTARA';    PI
2963;    -4.24;   -42.29;                             BARRAS;    PI
2964;    -9.92;   -45.47;                 BARREIRAS DO PIAUI;    PI
2965;    -5.81;   -42.51;                         BARRO DURO;    PI
2966;    -4.02;   -42.07;                            BATALHA;    PI
2967;    -7.98;   -41.86;                BELA VISTA DO PIAUI;    PI
2968;    -7.37;   -40.97;                     BELEM DO PIAUI;    PI
2969;    -5.45;   -42.36;                        BENEDITINOS;    PI
2970;    -7.64;   -43.95;                         BERTOLINIA;    PI
2971;    -8.14;   -40.79;                   BETANIA DO PIAUI;    PI
2972;    -4.41;   -42.08;                           BOA HORA;    PI
2973;    -6.94;   -41.32;                            BOCAINA;    PI
2974;    -9.07;   -44.35;                          BOM JESUS;    PI
2975;    -3.19;   -41.64;             BOM PRINCIPIO DO PIAUI;    PI
2976;    -9.16;   -42.87;                    BONFIM DO PIAUI;    PI
2977;    -4.48;   -42.07;                 BOQUEIRAO DO PIAUI;    PI
2978;    -4.13;   -41.78;                         BRASILEIRA;    PI
2979;    -8.21;   -42.82;                     BREJO DO PIAUI;    PI
2980;    -3.17;   -41.86;                   BURITI DOS LOPES;    PI
2981;    -5.31;   -41.09;                  BURITI DOS MONTES;    PI
2982;    -4.47;    -42.3;                CABECEIRAS DO PIAUI;    PI
2983;    -6.76;   -42.39;                CAJAZEIRAS DO PIAUI;    PI
2984;    -2.92;   -41.33;                  CAJUEIRO DA PRAIA;    PI
2985;    -7.33;   -40.63;          CALDEIRAO GRANDE DO PIAUI;    PI
2986;    -7.66;   -41.88;                  CAMPINAS DO PIAUI;    PI
2987;    -8.37;   -41.83;            CAMPO ALEGRE DO FIDALGO;    PI
2988;    -7.13;   -41.03;              CAMPO GRANDE DO PIAUI;    PI
2989;    -3.81;   -42.62;               CAMPO LARGO DO PIAUI;    PI
2990;    -4.82;   -42.16;                        CAMPO MAIOR;    PI
2991;    -7.68;   -43.72;                         CANAVIEIRA;    PI
2992;    -8.11;   -42.94;                    CANTO DO BURITI;    PI
2993;    -4.45;   -41.94;                  CAPITAO DE CAMPOS;    PI
2994;    -8.49;   -41.82;          CAPITAO GERVASIO OLIVEIRA;    PI
2995;    -9.27;   -43.33;                            CARACOL;    PI
2996;    -3.47;   -41.84;                  CARAUBAS DO PIAUI;    PI
2997;    -7.73;   -40.99;                  CARIDADE DO PIAUI;    PI
2998;    -5.32;   -41.55;                   CASTELO DO PIAUI;    PI
2999;    -3.41;   -41.89;                            CAXINGO;    PI
3000;    -3.47;   -41.55;                              COCAL;    PI
3001;    -4.55;   -41.97;                     COCAL DE TELHA;    PI
3002;    -3.72;   -41.44;                    COCAL DOS ALVES;    PI
3003;    -5.06;   -42.36;                           COIVARAS;    PI
3004;    -8.18;   -43.79;                COLONIA DO GURGUEIA;    PI
3005;    -7.23;   -42.17;                   COLONIA DO PIAUI;    PI
3006;    -7.87;   -41.59;               CONCEICAO DO CANINDE;    PI
3007;    -8.81;   -42.51;                  CORONEL JOSE DIAS;    PI
3008;   -10.44;   -45.16;                           CORRENTE;    PI
3009;   -10.65;   -45.18;              CRISTALANDIA DO PIAUI;    PI
3010;    -8.81;   -44.22;                    CRISTINO CASTRO;    PI
3011;   -10.03;    -44.3;                           CURIMATA;    PI
3012;-9;   -44.41;                            CURRAIS;    PI
3013;    -7.83;    -40.9;               CURRAL NOVO DO PIAUI;    PI
3014;    -5.58;   -42.77;                        CURRALINHOS;    PI
3015;    -5.35;   -42.67;                     DEMERVAL LOBAO;    PI
3016;    -9.33;   -42.42;                   DIRCEU ARCOVERDE;    PI
3017;    -6.95;   -41.64;                 DOM EXPEDITO LOPES;    PI
3018;-9;   -41.97;                      DOM INOCENCIO;    PI
3019;    -4.25;   -41.27;                    DOMINGOS MOURAO;    PI
3020;     -6.2;   -42.14;                     ELESBAO VELOSO;    PI
3021;    -8.09;   -43.66;                     ELISEU MARTINS;    PI
3022;     -3.9;   -42.23;                        ESPERANTINA;    PI
3023;    -9.48;   -42.79;                   FARTURA DO PIAUI;    PI
3024;    -7.79;   -42.92;                    FLORES DO PIAUI;    PI
3025;    -7.46;   -41.79;                  FLORESTA DO PIAUI;    PI
3026;    -6.76;   -43.02;                           FLORIANO;    PI
3027;    -6.39;   -42.26;                      FRANCINOPOLIS;    PI
3028;    -6.62;   -42.69;                    FRANCISCO AYRES;    PI
3029;    -7.33;   -40.78;                   FRANCISCO MACEDO;    PI
3030;    -6.99;   -41.13;                   FRANCISCO SANTOS;    PI
3031;    -7.08;   -40.61;                         FRONTEIRAS;    PI
3032;    -7.15;   -41.36;                          GEMINIANO;    PI
3033;    -9.83;   -45.34;                            GILBUES;    PI
3034;    -6.78;   -43.56;                          GUADALUPE;    PI
3035;    -9.39;   -43.68;                           GUARIBAS;    PI
3036;    -5.98;   -42.55;                      HUGO NAPOLEAO;    PI
3037;    -2.85;   -41.82;                        ILHA GRANDE;    PI
3038;    -6.66;    -41.7;                             INHUMA;    PI
3039;    -6.82;   -41.74;                  IPIRANGA DO PIAUI;    PI
3040;    -7.73;   -41.67;                      ISAIAS COELHO;    PI
3041;    -7.44;   -41.47;                        ITAINOPOLIS;    PI
3042;     -7.6;   -43.02;                           ITAUEIRA;    PI
3043;    -7.93;   -41.21;                  JACOBINA DO PIAUI;    PI
3044;    -7.35;   -41.13;                             JAICOS;    PI
3045;    -6.09;   -42.63;                   JARDIM DO MULATO;    PI
3046;    -4.77;   -41.81;                    JATOBA DO PIAUI;    PI
3047;    -7.08;   -43.51;                          JERUMENHA;    PI
3048;    -8.51;   -42.41;                         JOAO COSTA;    PI
3049;     -3.5;   -42.19;                      JOAQUIM PIRES;    PI
3050;    -3.47;   -42.42;                       JOCA MARQUES;    PI
3051;    -4.75;   -42.57;                    JOSE DE FREITAS;    PI
3052;    -5.17;    -41.7;                  JUAZEIRO DO PIAUI;    PI
3053;   -10.32;   -44.23;                       JULIO BORGES;    PI
3054;    -9.23;   -43.12;                             JUREMA;    PI
3055;    -4.51;   -42.62;                       LAGOA ALEGRE;    PI
3056;    -4.39;    -41.6;             LAGOA DE SAO FRANCISCO;    PI
3057;    -8.47;   -41.52;            LAGOA DO BARRO DO PIAUI;    PI
3058;    -5.41;   -42.64;                     LAGOA DO PIAUI;    PI
3059;    -6.51;   -41.58;                     LAGOA DO SITIO;    PI
3060;    -5.83;   -42.62;                  LAGOINHA DO PIAUI;    PI
3061;    -7.26;   -43.93;                       LANDRI SALES;    PI
3062;    -2.87;   -41.66;                       LUIS CORREIA;    PI
3063;    -3.45;   -42.37;                         LUZILANDIA;    PI
3064;    -3.48;    -42.5;                            MADEIRO;    PI
3065;    -8.01;   -43.87;                      MANOEL EMIDIO;    PI
3066;    -7.44;   -40.66;                        MARCOLANDIA;    PI
3067;    -7.12;   -43.89;                     MARCOS PARENTE;    PI
3068;    -7.46;   -41.12;                   MASSAPE DO PIAUI;    PI
3069;    -3.71;   -42.55;                     MATIAS OLIMPIO;    PI
3070;    -4.16;   -42.89;                       MIGUEL ALVES;    PI
3071;    -5.68;   -42.73;                        MIGUEL LEAO;    PI
3072;    -4.68;   -41.42;                     MILTON BRANDAO;    PI
3073;    -5.56;    -42.6;                      MONSENHOR GIL;    PI
3074;    -6.99;   -41.03;                 MONSENHOR HIPOLITO;    PI
3075;    -9.75;    -45.3;              MONTE ALEGRE DO PIAUI;    PI
3076;    -9.72;    -43.9;              MORRO CABECA NO TEMPO;    PI
3077;    -3.74;   -42.31;           MORRO DO CHAPEU DO PIAUI;    PI
3078;    -3.31;   -42.09;                MURICI DOS PORTELAS;    PI
3079;    -6.97;   -42.67;                    NAZARE DO PIAUI;    PI
3080;    -4.63;   -42.17;            NOSSA SENHORA DE NAZARE;    PI
3081;    -3.97;   -42.62;         NOSSA SENHORA DOS REMEDIOS;    PI
3082;    -6.44;   -41.93;              NOVO ORIENTE DO PIAUI;    PI
3083;    -5.28;   -41.93;                 NOVO SANTO ANTONIO;    PI
3084;    -7.02;   -42.13;                             OEIRAS;    PI
3085;    -5.84;   -42.57;            'OLHO D''AGUA DO PIAUI';    PI
3086;    -7.35;    -40.9;                       PADRE MARCOS;    PI
3087;    -7.77;   -42.25;                        PAES LANDIM;    PI
3088;    -7.85;   -42.82;                     PAJEU DO PIAUI;    PI
3089;    -8.72;   -44.23;                  PALMEIRA DO PIAUI;    PI
3090;    -5.97;   -43.06;                         PALMEIRAIS;    PI
3091;     -7.1;    -41.7;                            PAQUETA;    PI
3092;   -10.22;   -44.63;                           PARNAGUA;    PI
3093;     -2.9;   -41.77;                           PARNAIBA;    PI
3094;    -5.85;   -42.44;           PASSAGEM FRANCA DO PIAUI;    PI
3095;    -7.66;   -41.24;                     PATOS DO PIAUI;    PI
3096;    -8.14;   -41.15;                         PAULISTANA;    PI
3097;    -7.96;   -43.22;                            PAVUSSU;    PI
3098;    -4.42;   -41.45;                           PEDRO II;    PI
3099;    -8.06;   -42.28;                   PEDRO LAURENTINO;    PI
3100;    -8.08;   -42.05;                   PETRONIO PORTELA;    PI
3101;    -7.07;   -41.46;                              PICOS;    PI
3102;    -6.24;   -41.41;                        PIMENTEIRAS;    PI
3103;    -6.83;   -40.57;                             PIO IX;    PI
3104;    -3.92;    -41.7;                         PIRACURUCA;    PI
3105;    -4.27;   -41.77;                           PIRIPIRI;    PI
3106;    -3.89;   -42.71;                              PORTO;    PI
3107;    -6.96;   -44.18;              PORTO ALEGRE DO PIAUI;    PI
3108;    -5.66;    -42.2;                     PRATA DO PIAUI;    PI
3109;    -8.57;   -41.41;                      QUEIMADA NOVA;    PI
3110;    -9.48;   -44.58;               REDENCAO DO GURGUEIA;    PI
3111;    -6.23;   -42.68;                        REGENERACAO;    PI
3112;   -10.12;   -44.95;                        RIACHO FRIO;    PI
3113;    -7.69;   -42.71;                   RIBEIRA DO PIAUI;    PI
3114;    -7.55;   -45.24;                  RIBEIRO GONCALVES;    PI
3115;    -7.77;   -43.14;                RIO GRANDE DO PIAUI;    PI
3116;    -7.18;   -41.76;                SANTA CRUZ DO PIAUI;    PI
3117;     -5.8;   -41.95;            SANTA CRUZ DOS MILAGRES;    PI
3118;    -9.11;   -45.92;                     SANTA FILOMENA;    PI
3119;    -8.95;   -44.12;                          SANTA LUZ;    PI
3120;    -6.79;   -42.28;                SANTA ROSA DO PIAUI;    PI
3121;    -6.94;   -41.51;                   SANTANA DO PIAUI;    PI
3122;    -6.98;   -41.23;            SANTO ANTONIO DE LISBOA;    PI
3123;    -6.04;   -42.71;         SANTO ANTONIO DOS MILAGRES;    PI
3124;    -7.43;   -41.91;              SANTO INACIO DO PIAUI;    PI
3125;    -8.96;-43;                  SAO BRAZ DO PIAUI;    PI
3126;    -5.93;   -42.11;                 SAO FELIX DO PIAUI;    PI
3127;    -8.23;   -41.68;    SAO FRANCISCO DE ASSIS DO PIAUI;    PI
3128;    -7.25;   -42.54;             SAO FRANCISCO DO PIAUI;    PI
3129;   -10.03;    -45.3;            SAO GONCALO DO GURGUEIA;    PI
3130;    -5.99;    -42.7;               SAO GONCALO DO PIAUI;    PI
3131;    -6.81;   -41.34;              SAO JOAO DA CANABRAVA;    PI
3132;    -3.95;   -41.25;              SAO JOAO DA FRONTEIRA;    PI
3133;    -5.51;   -41.89;                  SAO JOAO DA SERRA;    PI
3134;    -6.94;   -41.89;                SAO JOAO DA VARJOTA;    PI
3135;    -3.81;   -42.44;                SAO JOAO DO ARRAIAL;    PI
3136;    -8.35;   -42.24;                  SAO JOAO DO PIAUI;    PI
3137;    -3.81;   -41.83;                 SAO JOSE DO DIVINO;    PI
3138;    -7.49;   -42.56;                  SAO JOSE DO PEIXE;    PI
3139;    -6.87;   -41.47;                  SAO JOSE DO PIAUI;    PI
3140;    -7.08;   -40.82;                         SAO JULIAO;    PI
3141;    -9.16;   -42.54;              SAO LOURENCO DO PIAUI;    PI
3142;    -6.82;   -41.32;                  SAO LUIS DO PIAUI;    PI
3143;    -5.86;   -42.18;         SAO MIGUEL DA BAIXA GRANDE;    PI
3144;    -7.58;   -42.37;              SAO MIGUEL DO FIDALGO;    PI
3145;     -5.5;   -41.32;               SAO MIGUEL DO TAPUIO;    PI
3146;    -5.92;   -42.71;                 SAO PEDRO DO PIAUI;    PI
3147;    -9.01;   -42.69;                SAO RAIMUNDO NONATO;    PI
3148;   -10.81;   -44.83;                   SEBASTIAO BARROS;    PI
3149;    -7.56;   -44.06;                     SEBASTIAO LEAL;    PI
3150;    -4.91;   -41.73;                  SIGEFREDO PACHECO;    PI
3151;    -7.59;   -40.81;                             SIMOES;    PI
3152;    -7.85;   -41.91;                   SIMPLICIO MENDES;    PI
3153;    -7.86;   -42.49;                   SOCORRO DO PIAUI;    PI
3154;    -7.04;   -41.38;                         SUSSUAPARA;    PI
3155;     -8.4;   -42.91;                  TAMBORIL DO PIAUI;    PI
3156;     -6.6;   -42.28;                    TANQUE DO PIAUI;    PI
3157;    -5.08;    -42.8;                           TERESINA;    PI
3158;    -4.58;   -42.86;                              UNIAO;    PI
3159;    -7.22;   -44.55;                             URUCUI;    PI
3160;     -6.4;   -41.74;                   VALENCA DO PIAUI;    PI
3161;    -9.23;   -42.96;                      VARZEA BRANCA;    PI
3162;    -6.54;   -42.24;                      VARZEA GRANDE;    PI
3163;     -7.6;   -41.48;                        VERA MENDES;    PI
3164;    -7.13;   -40.94;                 VILA NOVA DO PIAUI;    PI
3165;    -7.23;   -41.91;                        WALL FERRAZ;    PI
3166;    -23.3;   -50.31;                             ABATIA;    PR
3167;   -24.65;   -48.99;                       ADRIANOPOLIS;    PR
3168;   -25.99;   -49.33;                      AGUDOS DO SUL;    PR
3169;   -25.32;   -49.31;                ALMIRANTE TAMANDARE;    PR
3170;   -24.79;   -52.71;                 ALTAMIRA DO PARANA;    PR
3171;   -23.12;   -52.31;                        ALTO PARANA;    PR
3172;   -24.02;   -53.44;                       ALTO PIQUIRI;    PR
3173;   -23.87;    -53.9;                            ALTONIA;    PR
3174;   -22.78;   -51.23;                    ALVORADA DO SUL;    PR
3175;   -23.09;   -52.78;                            AMAPORA;    PR
3176;   -25.91;   -53.47;                             AMPERE;    PR
3177;   -24.71;   -53.08;                              ANAHY;    PR
3178;   -23.05;   -50.22;                             ANDIRA;    PR
3179;   -23.19;   -51.91;                             ANGULO;    PR
3180;   -25.42;   -48.71;                           ANTONINA;    PR
3181;   -25.98;   -50.19;                     ANTONIO OLINTO;    PR
3182;   -23.55;   -51.46;                          APUCARANA;    PR
3183;   -23.41;   -51.42;                          ARAPONGAS;    PR
3184;   -24.15;   -49.82;                            ARAPOTI;    PR
3185;   -24.31;   -51.78;                             ARAPUA;    PR
3186;   -23.93;   -52.49;                            ARARUNA;    PR
3187;   -25.59;   -49.41;                          ARAUCARIA;    PR
3188;   -24.38;   -51.58;                   ARIRANHA DO IVAI;    PR
3189;   -23.37;   -50.84;                              ASSAI;    PR
3190;   -24.42;   -53.52;                ASSIS CHATEAUBRIAND;    PR
3191;   -23.23;   -51.66;                            ASTORGA;    PR
3192;   -23.15;   -52.05;                            ATALAIA;    PR
3193;   -25.58;   -49.63;                         BALSA NOVA;    PR
3194;   -23.11;   -50.36;                       BANDEIRANTES;    PR
3195;   -24.03;   -52.01;                     BARBOSA FERRAZ;    PR
3196;   -23.11;   -50.18;                    BARRA DO JACARE;    PR
3197;   -26.25;   -53.63;                           BARRACAO;    PR
3198;   -25.88;   -53.66;               BELA VISTA DA CAROBA;    PR
3199;   -22.99;   -51.19;              BELA VISTA DO PARAISO;    PR
3200;   -26.16;   -51.55;                           BITURUNA;    PR
3201;   -24.24;   -52.78;                      BOA ESPERANCA;    PR
3202;   -25.63;   -53.21;            BOA ESPERANCA DO IGUACU;    PR
3203;   -24.86;   -51.62;           BOA VENTURA DE SAO ROQUE;    PR
3204;   -25.43;    -53.4;             BOA VISTA DA APARECIDA;    PR
3205;    -25.2;   -49.11;                    BOCAIUVA DO SUL;    PR
3206;   -26.19;   -53.59;                   BOM JESUS DO SUL;    PR
3207;   -23.71;   -51.76;                        BOM SUCESSO;    PR
3208;   -26.07;   -52.83;                 BOM SUCESSO DO SUL;    PR
3209;   -23.94;   -51.58;                       BORRAZOPOLIS;    PR
3210;   -24.81;   -53.12;                           BRAGANEY;    PR
3211;   -24.19;   -53.52;                 BRASILANDIA DO SUL;    PR
3212;   -22.79;   -51.71;                            CAFEARA;    PR
3213;   -24.61;   -53.32;                         CAFELANDIA;    PR
3214;    -23.9;   -53.51;                     CAFEZAL DO SUL;    PR
3215;   -23.65;   -51.35;                         CALIFORNIA;    PR
3216;   -23.04;   -50.07;                            CAMBARA;    PR
3217;   -23.27;   -51.27;                              CAMBE;    PR
3218;   -23.58;   -51.57;                            CAMBIRA;    PR
3219;   -24.59;   -52.79;                   CAMPINA DA LAGOA;    PR
3220;   -25.07;   -51.82;                   CAMPINA DO SIMAO;    PR
3221;    -25.3;   -49.05;              CAMPINA GRANDE DO SUL;    PR
3222;   -25.03;   -52.99;                       CAMPO BONITO;    PR
3223;   -25.97;   -49.68;                   CAMPO DO TENENTE;    PR
3224;   -25.45;   -49.52;                        CAMPO LARGO;    PR
3225;   -25.36;   -49.45;                        CAMPO MAGRO;    PR
3226;   -24.04;   -52.38;                       CAMPO MOURAO;    PR
3227;   -24.56;   -51.33;                   CANDIDO DE ABREU;    PR
3228;   -25.66;   -52.12;                             CANDOI;    PR
3229;   -25.37;   -52.12;                          CANTAGALO;    PR
3230;   -25.67;    -53.8;                           CAPANEMA;    PR
3231;   -25.47;   -53.61;           CAPITAO LEONIDAS MARQUES;    PR
3232;   -24.91;   -50.09;                           CARAMBEI;    PR
3233;   -23.42;   -49.72;                         CARLOPOLIS;    PR
3234;   -24.95;   -53.45;                           CASCAVEL;    PR
3235;   -24.79;   -50.01;                             CASTRO;    PR
3236;    -25.2;   -53.15;                         CATANDUVAS;    PR
3237;   -22.82;   -51.59;                  CENTENARIO DO SUL;    PR
3238;   -24.82;   -49.26;                         CERRO AZUL;    PR
3239;   -25.14;   -53.84;                           CEU AZUL;    PR
3240;   -25.85;   -52.52;                        CHOPINZINHO;    PR
3241;   -23.66;    -52.6;                           CIANORTE;    PR
3242;   -23.38;   -52.94;                      CIDADE GAUCHA;    PR
3243;   -26.39;   -52.47;                        CLEVELANDIA;    PR
3244;   -25.29;   -49.22;                            COLOMBO;    PR
3245;   -22.83;   -51.97;                           COLORADO;    PR
3246;   -23.55;   -50.55;                       CONGONHINHAS;    PR
3247;   -23.63;   -50.16;               CONSELHEIRO MAIRINCK;    PR
3248;   -25.67;   -49.53;                           CONTENDA;    PR
3249;   -24.79;    -53.3;                           CORBELIA;    PR
3250;   -23.18;   -50.64;                  CORNELIO PROCOPIO;    PR
3251;   -26.22;   -52.03;            CORONEL DOMINGOS SOARES;    PR
3252;   -25.98;   -52.56;                     CORONEL VIVIDA;    PR
3253;    -24.1;   -52.12;                  CORUMBATAI DO SUL;    PR
3254;   -26.01;   -51.34;                       CRUZ MACHADO;    PR
3255;   -25.61;   -53.12;                 CRUZEIRO DO IGUACU;    PR
3256;   -23.78;   -53.07;                  CRUZEIRO DO OESTE;    PR
3257;   -22.96;   -52.16;                    CRUZEIRO DO SUL;    PR
3258;   -24.01;   -51.45;                        CRUZMALTINA;    PR
3259;   -25.42;   -49.27;                           CURITIBA;    PR
3260;   -24.03;   -50.45;                            CURIUVA;    PR
3261;   -22.65;   -52.86;                  DIAMANTE DO NORTE;    PR
3262;   -25.04;   -52.68;                    DIAMANTE DO SUL;    PR
3263;   -24.94;    -54.1;                'DIAMANTE D''OESTE';    PR
3264;   -25.73;   -53.05;                      DOIS VIZINHOS;    PR
3265;   -23.38;   -53.29;                          DOURADINA;    PR
3266;   -23.55;   -52.21;                     DOUTOR CAMARGO;    PR
3267;   -24.56;   -49.42;                     DOUTOR ULYSSES;    PR
3268;   -25.94;   -53.16;                      ENEAS MARQUES;    PR
3269;   -23.79;   -52.26;                 ENGENHEIRO BELTRAO;    PR
3270;    -24.7;   -54.23;                ENTRE RIOS DO OESTE;    PR
3271;   -23.72;   -53.81;                     ESPERANCA NOVA;    PR
3272;   -25.42;   -52.83;             ESPIGAO ALTO DO IGUACU;    PR
3273;    -24.1;   -52.62;                              FAROL;    PR
3274;-24;   -51.32;                            FAXINAL;    PR
3275;   -25.65;    -49.3;                 FAZENDA RIO GRANDE;    PR
3276;   -23.91;   -51.97;                              FENIX;    PR
3277;   -25.41;   -50.54;                 FERNANDES PINHEIRO;    PR
3278;   -23.84;    -50.4;                           FIGUEIRA;    PR
3279;   -26.26;    -53.3;               FLOR DA SERRA DO SUL;    PR
3280;   -23.31;    -52.3;                             FLORAI;    PR
3281;   -23.59;   -52.08;                           FLORESTA;    PR
3282;   -22.86;   -51.38;                      FLORESTOPOLIS;    PR
3283;   -23.08;   -51.95;                            FLORIDA;    PR
3284;   -24.29;   -53.31;                   FORMOSA DO OESTE;    PR
3285;   -25.54;   -54.58;                      FOZ DO IGUACU;    PR
3286;   -25.64;    -52.1;                      FOZ DO JORDAO;    PR
3287;   -24.06;   -53.84;                    FRANCISCO ALVES;    PR
3288;   -26.08;   -53.05;                  FRANCISCO BELTRAO;    PR
3289;   -26.42;   -51.31;                   GENERAL CARNEIRO;    PR
3290;   -24.17;   -51.92;                      GODOY MOREIRA;    PR
3291;   -24.18;   -53.02;                            GOIOERE;    PR
3292;   -25.19;   -51.99;                            GOIOXIM;    PR
3293;   -24.14;    -51.5;                       GRANDES RIOS;    PR
3294;   -24.08;   -54.25;                             GUAIRA;    PR
