id;lat;lon;cidade;uf
1150;    -7.22;   -44.55;                     BENEDITO LEITE;    MA
1151;    -2.44;   -44.78;                           BEQUIMAO;    MA
1152;    -4.58;   -44.76;                 BERNARDO DO MEARIM;    MA
1153;    -1.78;    -46.3;                BOA VISTA DO GURUPI;    MA
1154;    -3.56;   -45.99;                         BOM JARDIM;    MA
1155;    -4.42;   -46.76;               BOM JESUS DAS SELVAS;    MA
1156;    -4.22;   -45.03;                          BOM LUGAR;    MA
1157;    -3.68;   -42.75;                              BREJO;    MA
1158;    -4.08;   -45.49;                     BREJO DE AREIA;    MA
1159;    -3.94;   -42.92;                             BURITI;    MA
1160;    -5.83;   -43.83;                       BURITI BRAVO;    MA
1161;    -4.34;    -46.4;                         BURITICUPU;    MA
1162;    -5.59;   -47.01;                         BURITIRANA;    MA
1163;    -2.92;   -44.05;                   CACHOEIRA GRANDE;    MA
1164;    -2.88;   -44.67;                            CAJAPIO;    MA
1165;    -3.32;   -45.01;                             CAJARI;    MA
1166;    -6.17;   -47.36;              CAMPESTRE DO MARANHAO;    MA
1167;    -1.44;   -45.71;                     CANDIDO MENDES;    MA
1168;    -3.63;   -44.37;                         CANTANHEDE;    MA
1169;    -4.72;   -44.32;                  CAPINZAL DO NORTE;    MA
1170;    -7.33;   -47.46;                           CAROLINA;    MA
1171;    -1.19;   -46.02;                         CARUTAPERA;    MA
1172;    -4.85;   -43.35;                             CAXIAS;    MA
1173;-2;   -44.53;                             CEDRAL;    MA
1174;    -2.19;   -44.82;                CENTRAL DO MARANHAO;    MA
1175;    -2.36;-46;                CENTRO DO GUILHERME;    MA
1176;     -2.1;   -46.12;            CENTRO NOVO DO MARANHAO;    MA
1177;    -3.74;   -43.36;                         CHAPADINHA;    MA
1178;    -5.17;   -47.78;                         CIDELANDIA;    MA
1179;    -4.45;   -43.88;                               CODO;    MA
1180;    -4.25;   -43.01;                        COELHO NETO;    MA
1181;    -6.02;   -44.24;                            COLINAS;    MA
1182;    -3.83;   -44.89;              CONCEICAO DO LAGO-ACU;    MA
1183;    -4.13;   -44.12;                            COROATA;    MA
1184;    -1.82;   -44.86;                           CURURUPU;    MA
1185;    -5.55;   -47.42;                        DAVINOPOLIS;    MA
1186;    -5.03;   -44.43;                          DOM PEDRO;    MA
1187;    -4.15;   -42.94;                      DUQUE BACELAR;    MA
1188;    -4.88;   -44.68;                   ESPERANTINOPOLIS;    MA
1189;    -6.56;   -47.45;                           ESTREITO;    MA
1190;    -6.96;   -46.68;             FEIRA NOVA DO MARANHAO;    MA
1191;    -6.15;   -44.89;                    FERNANDO FALCAO;    MA
1192;    -6.43;   -46.19;             FORMOSA DA SERRA NEGRA;    MA
1193;    -6.96;   -46.17;            FORTALEZA DOS NOGUEIRAS;    MA
1194;    -5.73;   -44.15;                            FORTUNA;    MA
1195;     -1.4;   -45.78;                    GODOFREDO VIANA;    MA
1196;    -5.15;   -44.29;                     GONCALVES DIAS;    MA
1197;    -5.02;   -44.27;                  GOVERNADOR ARCHER;    MA
1198;    -5.74;   -47.36;            GOVERNADOR EDISON LOBAO;    MA
1199;    -5.32;   -44.24;          GOVERNADOR EUGENIO BARROS;    MA
1200;    -5.46;   -44.07;              GOVERNADOR LUIZ ROCHA;    MA
1201;    -3.42;   -45.67;            GOVERNADOR NEWTON BELLO;    MA
1202;    -2.12;   -45.88;            GOVERNADOR NUNES FREIRE;    MA
1203;    -5.41;   -44.33;                       GRACA ARANHA;    MA
1204;    -5.81;   -46.13;                             GRAJAU;    MA
1205;    -2.13;    -44.6;                          GUIMARAES;    MA
1206;    -2.59;   -43.46;                 HUMBERTO DE CAMPOS;    MA
1207;    -2.77;   -44.06;                              ICATU;    MA
1208;    -3.66;   -45.22;                    IGARAPE DO MEIO;    MA
1209;    -4.58;   -44.85;                     IGARAPE GRANDE;    MA
1210;    -5.52;   -47.47;                         IMPERATRIZ;    MA
1211;    -5.14;   -45.79;                 ITAIPAVA DO GRAJAU;    MA
1212;    -3.39;   -44.35;                    ITAPECURU MIRIM;    MA
1213;    -4.45;   -47.52;                 ITINGA DO MARANHAO;    MA
1214;    -5.81;   -44.22;                             JATOBA;    MA
1215;    -5.37;   -45.63;               JENIPAPO DOS VIEIRAS;    MA
1216;    -5.44;    -47.4;                        JOAO LISBOA;    MA
1217;    -4.96;    -44.7;                         JOSELANDIA;    MA
1218;    -1.84;   -46.09;                  JUNCO DO MARANHAO;    MA
1219;    -4.28;   -45.24;                      LAGO DA PEDRA;    MA
1220;    -4.44;   -44.93;                      LAGO DO JUNCO;    MA
1221;    -4.49;   -44.89;                 LAGO DOS RODRIGUES;    MA
1222;    -3.95;   -44.82;                         LAGO VERDE;    MA
1223;    -6.04;   -43.52;                      LAGOA DO MATO;    MA
1224;    -4.81;   -45.33;           LAGOA GRANDE DO MARANHAO;    MA
1225;    -6.18;   -47.03;                       LAJEADO NOVO;    MA
1226;    -4.52;   -44.46;                        LIMA CAMPOS;    MA
1227;    -7.08;   -45.14;                             LORETO;    MA
1228;    -1.26;   -45.87;                     LUIS DOMINGUES;    MA
1229;    -3.39;    -42.2;               MAGALHAES DE ALMEIDA;    MA
1230;    -2.04;   -45.95;                         MARACACUME;    MA
1231;    -4.59;   -45.57;                     MARAJA DO SENA;    MA
1232;    -2.31;   -45.84;                      MARANHAOZINHO;    MA
1233;    -3.62;   -43.11;                          MATA ROMA;    MA
1234;     -3.1;   -45.03;                            MATINHA;    MA
1235;    -5.51;   -43.19;                             MATOES;    MA
1236;    -3.63;   -44.55;                    MATOES DO NORTE;    MA
1237;    -3.58;    -42.6;               MILAGRES DO MARANHAO;    MA
1238;    -6.37;   -44.36;                            MIRADOR;    MA
1239;    -3.56;   -44.58;                   MIRANDA DO NORTE;    MA
1240;    -2.06;   -44.78;                           MIRINZAL;    MA
1241;    -3.49;   -45.25;                             MONCAO;    MA
1242;    -5.83;   -47.06;                       MONTES ALTOS;    MA
1243;    -2.86;   -44.03;                             MORROS;    MA
1244;    -3.46;    -43.9;                     NINA RODRIGUES;    MA
1245;    -7.11;   -46.25;                       NOVA COLINAS;    MA
1246;    -6.73;   -44.04;                        NOVA IORQUE;    MA
1247;    -2.84;   -45.69;            NOVA OLINDA DO MARANHAO;    MA
1248;    -3.94;   -45.11;          'OLHO D''AGUA DAS CUNHAS';    MA
1249;    -2.99;   -44.99;            OLINDA NOVA DO MARANHAO;    MA
1250;    -2.53;    -44.1;                     PACO DO LUMIAR;    MA
1251;    -2.64;   -44.89;                       PALMEIRANDIA;    MA
1252;    -6.43;   -43.98;                          PARAIBANO;    MA
1253;    -5.68;   -43.09;                          PARNARAMA;    MA
1254;    -6.18;   -43.78;                    PASSAGEM FRANCA;    MA
1255;     -6.6;   -44.07;                        PASTOS BONS;    MA
1256;    -2.71;   -42.53;                      PAULINO NEVES;    MA
1257;    -4.18;    -45.2;                        PAULO RAMOS;    MA
1258;    -4.56;   -44.59;                          PEDREIRAS;    MA
1259;    -2.97;   -45.34;                   PEDRO DO ROSARIO;    MA
1260;    -3.29;   -45.17;                            PENALVA;    MA
1261;    -2.57;   -44.85;                         PERI MIRIM;    MA
1262;    -4.38;   -44.33;                           PERITORO;    MA
1263;     -3.6;   -45.34;                      PINDARE MIRIM;    MA
1264;    -2.52;   -45.08;                           PINHEIRO;    MA
1265;    -3.87;   -45.28;                            PIO XII;    MA
1266;    -3.72;   -44.22;                          PIRAPEMAS;    MA
1267;    -4.67;   -44.89;                    POCAO DE PEDRAS;    MA
1268;    -6.33;   -47.39;                       PORTO FRANCO;    MA
1269;    -1.89;    -44.6;             PORTO RICO DO MARANHAO;    MA
1270;    -5.29;   -44.49;                   PRESIDENTE DUTRA;    MA
1271;    -2.92;   -44.06;               PRESIDENTE JUSCELINO;    MA
1272;    -2.38;   -45.82;                  PRESIDENTE MEDICI;    MA
1273;    -2.59;   -45.36;                  PRESIDENTE SARNEY;    MA
1274;     -3.4;   -44.02;                  PRESIDENTE VARGAS;    MA
1275;    -2.51;   -43.43;                      PRIMEIRA CRUZ;    MA
1276;    -2.42;    -44.1;                             RAPOSA;    MA
1277;    -7.36;   -46.61;                            RIACHAO;    MA
1278;    -5.93;   -47.38;                    RIBAMAR FIQUENE;    MA
1279;    -2.93;   -44.23;                            ROSARIO;    MA
1280;    -7.14;   -45.34;                           SAMBAIBA;    MA
1281;     -5.5;   -44.56;         SANTA FILOMENA DO MARANHAO;    MA
1282;    -2.23;    -45.3;                       SANTA HELENA;    MA
1283;    -3.66;   -45.38;                         SANTA INES;    MA
1284;    -4.06;   -45.69;                        SANTA LUZIA;    MA
1285;    -2.62;   -45.77;               SANTA LUZIA DO PARUA;    MA
1286;    -3.51;   -42.54;         SANTA QUITERIA DO MARANHAO;    MA
1287;    -3.14;   -44.32;                         SANTA RITA;    MA
1288;    -3.11;   -42.41;                SANTANA DO MARANHAO;    MA
1289;     -2.5;   -43.25;            SANTO AMARO DO MARANHAO;    MA
1290;    -4.86;   -44.36;            SANTO ANTONIO DOS LOPES;    MA
1291;    -3.33;   -43.52;          SAO BENEDITO DO RIO PRETO;    MA
1292;    -2.69;   -44.82;                          SAO BENTO;    MA
1293;    -3.36;   -42.41;                       SAO BERNARDO;    MA
1294;    -6.81;   -44.64;            SAO DOMINGOS DO AZEITAO;    MA
1295;    -5.57;   -44.38;           SAO DOMINGOS DO MARANHAO;    MA
1296;    -7.08;   -44.81;                SAO FELIX DE BALSAS;    MA
1297;    -5.12;   -47.38;            SAO FRANCISCO DO BREJAO;    MA
1298;    -6.25;   -42.85;          SAO FRANCISCO DO MARANHAO;    MA
1299;    -2.95;    -44.8;                   SAO JOAO BATISTA;    MA
1300;    -3.55;   -46.25;                   SAO JOAO DO CARU;    MA
1301;    -6.46;   -47.05;                SAO JOAO DO PARAISO;    MA
1302;    -5.11;   -43.81;                  SAO JOAO DO SOTER;    MA
1303;    -6.49;    -43.7;                 SAO JOAO DOS PATOS;    MA
1304;    -2.56;   -44.05;                SAO JOSE DE RIBAMAR;    MA
1305;    -5.05;   -44.58;              SAO JOSE DOS BASILIOS;    MA
1306;    -2.53;    -44.3;                           SAO LUIS;    MA
1307;    -4.38;   -44.67;       SAO LUIS GONZAGA DO MARANHAO;    MA
1308;    -4.04;   -44.47;             SAO MATEUS DO MARANHAO;    MA
1309;    -5.08;   -48.42;           SAO PEDRO DA AGUA BRANCA;    MA
1310;    -6.82;   -46.53;              SAO PEDRO DOS CRENTES;    MA
1311;    -7.02;   -45.48;       SAO RAIMUNDO DAS MANGABEIRAS;    MA
1312;     -5.1;   -45.07;       SAO RAIMUNDO DO DOCA BEZERRA;    MA
1313;    -5.02;   -44.99;                        SAO ROBERTO;    MA
1314;    -2.89;   -44.88;                 SAO VICENTE FERRER;    MA
1315;    -3.84;   -45.16;                          SATUBINHA;    MA
1316;    -5.25;   -44.05;            SENADOR ALEXANDRE COSTA;    MA
1317;    -5.44;   -47.29;                  SENADOR LA ROCQUE;    MA
1318;    -1.85;   -45.12;                SERRANO DO MARANHAO;    MA
1319;    -5.87;   -46.69;                         SITIO NOVO;    MA
1320;    -6.47;   -44.19;                  SUCUPIRA DO NORTE;    MA
1321;    -6.41;   -43.54;                SUCUPIRA DO RIACHAO;    MA
1322;    -8.47;   -45.74;                      TASSO FRAGOSO;    MA
1323;    -4.25;   -43.94;                           TIMBIRAS;    MA
1324;    -5.09;   -42.83;                              TIMON;    MA
1325;    -4.53;   -44.62;                  TRIZIDELA DO VALE;    MA
1326;    -3.72;   -45.55;                         TUFILANDIA;    MA
1327;    -5.25;   -44.64;                             TUNTUM;    MA
1328;    -1.66;   -45.37;                            TURIACU;    MA
1329;     -2.2;   -45.34;                         TURILANDIA;    MA
1330;    -2.76;   -42.27;                             TUTOIA;    MA
1331;     -3.2;    -43.4;                      URBANO SANTOS;    MA
1332;    -3.54;   -43.91;                      VARGEM GRANDE;    MA
1333;    -3.22;-45;                              VIANA;    MA
1334;    -4.98;   -47.99;            VILA NOVA DOS MARTIRIOS;    MA
1335;    -3.46;   -44.87;                  VITORIA DO MEARIM;    MA
1336;    -4.04;   -45.23;                    VITORINO FREIRE;    MA
1337;    -3.24;   -45.82;                            ZE DOCA;    MA
1338;   -18.48;    -47.4;                ABADIA DOS DOURADOS;    MG
1339;   -19.16;   -45.44;                             ABAETE;    MG
1340;    -20.3;   -42.47;                         ABRE CAMPO;    MG
1341;   -20.36;   -43.14;                            ACAIACA;    MG
1342;   -19.07;   -42.54;                            ACUCENA;    MG
